Apps,Version,Pubs,Datasets,ntax,alignment_counts,site_counts,Datatype,Analyses,Platform,OS_name,CPU,Benchmark_dates,Latest_bench,Execution_time,RAM_usage_kb,CPU_usage
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,5:49.13,2316772,105%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,3:21.94,2314416,109%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,3:10.57,2314836,110%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,3:16.65,2316192,110%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,3:20.01,2314504,109%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,3:13.55,2314332,110%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,3:18.04,2314700,110%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,3:31.66,2314596,109%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,3:43.76,2314600,108%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,3:11.79,2317004,110%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:05.52,1842104,390%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:05.44,1844324,394%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:05.48,1843688,392%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:05.43,1842252,396%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:05.55,1841800,387%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:05.48,1841992,391%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:05.47,1842372,391%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:05.49,1842056,384%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:05.51,1841888,391%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:05.53,1841968,387%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:09.94,1288728,207%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:10.57,1288680,201%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:10.29,1289732,202%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:10.07,1290652,205%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:10.00,1288788,206%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:09.95,1287160,207%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:10.38,1288900,201%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:10.36,1288900,202%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:10.29,1290924,202%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:13.84,1288800,176%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:05.30,608300,152%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:05.29,598376,151%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:05.20,603820,162%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:05.19,603040,151%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:05.25,598092,157%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:05.24,608156,155%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:05.27,603392,155%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:05.31,607972,153%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:05.18,607892,162%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:05.30,607484,147%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.39,653496,171%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.42,654976,170%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.38,657076,171%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.36,652524,172%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.39,656552,176%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.34,655656,162%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.35,656404,161%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.42,655456,173%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.42,659148,171%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.38,662392,175%
SEGUL,0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.16,493552,178%
SEGUL,0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.18,492560,185%
SEGUL,0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.18,492240,180%
SEGUL,0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.06,493828,180%
SEGUL,0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.33,488264,161%
SEGUL,0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.20,485144,162%
SEGUL,0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.04,488636,167%
SEGUL,0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.18,486948,172%
SEGUL,0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.04,492384,170%
SEGUL,0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.13,492232,162%
SEGUL,0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.93,388000,227%
SEGUL,0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.94,382292,236%
SEGUL,0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.01,387664,238%
SEGUL,0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.92,381896,236%
SEGUL,0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.93,382532,234%
SEGUL,0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.96,381680,237%
SEGUL,0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.93,388160,241%
SEGUL,0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:04.00,385192,228%
SEGUL,0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.94,382376,228%
SEGUL,0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.99,388916,226%
SEGUL (--datatype ignore),0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.74,604012,203%
SEGUL (--datatype ignore),0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.60,607532,206%
SEGUL (--datatype ignore),0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.90,600424,196%
SEGUL (--datatype ignore),0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.65,604072,203%
SEGUL (--datatype ignore),0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.79,608376,197%
SEGUL (--datatype ignore),0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.69,609120,209%
SEGUL (--datatype ignore),0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.82,602500,200%
SEGUL (--datatype ignore),0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.70,603060,206%
SEGUL (--datatype ignore),0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.85,608012,199%
SEGUL (--datatype ignore),0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.75,603304,195%
SEGUL (--datatype ignore),0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.56,656424,181%
SEGUL (--datatype ignore),0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.60,657560,197%
SEGUL (--datatype ignore),0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.51,663100,199%
SEGUL (--datatype ignore),0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.56,660380,193%
SEGUL (--datatype ignore),0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.83,657524,194%
SEGUL (--datatype ignore),0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.42,659780,187%
SEGUL (--datatype ignore),0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.44,657884,191%
SEGUL (--datatype ignore),0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.41,654168,202%
SEGUL (--datatype ignore),0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.36,654616,187%
SEGUL (--datatype ignore),0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.38,655812,191%
SEGUL (--datatype ignore),0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.93,494824,197%
SEGUL (--datatype ignore),0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.60,494184,221%
SEGUL (--datatype ignore),0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.00,494232,206%
SEGUL (--datatype ignore),0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.75,494284,222%
SEGUL (--datatype ignore),0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.84,493608,234%
SEGUL (--datatype ignore),0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.60,493500,200%
SEGUL (--datatype ignore),0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.85,494368,221%
SEGUL (--datatype ignore),0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.89,494420,201%
SEGUL (--datatype ignore),0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.58,492908,225%
SEGUL (--datatype ignore),0.16.3,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.92,493172,210%
SEGUL (--datatype ignore),0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.20,389904,253%
SEGUL (--datatype ignore),0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.26,388324,271%
SEGUL (--datatype ignore),0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.25,388852,267%
SEGUL (--datatype ignore),0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.19,389364,254%
SEGUL (--datatype ignore),0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.23,383044,245%
SEGUL (--datatype ignore),0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.26,383412,265%
SEGUL (--datatype ignore),0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.22,382280,246%
SEGUL (--datatype ignore),0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.26,383088,253%
SEGUL (--datatype ignore),0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.26,387956,251%
SEGUL (--datatype ignore),0.16.3,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.20,387588,261%
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:26.71,2060460,140%
