Benchmark,type,OS,CPU,Dataset,Execution_time,RAM_usage_kb,CPU_usage
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.37,513912,1244%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.38,510304,1239%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:01.61,376776,745%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:01.64,377216,740%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:01.65,379496,722%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:01.64,379128,744%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:01.63,376972,739%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:01.62,378116,744%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:01.62,377336,756%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:01.61,374320,763%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:01.51,377648,813%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:01.61,378384,761%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:10.42,429432,214%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:10.27,432688,215%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:10.59,427548,207%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:10.35,429520,214%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:10.48,432896,212%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:10.52,433524,211%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:10.43,433000,212%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:10.50,433652,212%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:10.15,430612,216%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:10.39,431944,212%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,3:15.62,708092,110%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,3:11.07,710220,110%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,3:23.94,715748,109%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,3:13.12,713532,110%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,3:23.46,714500,109%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,3:18.93,713760,110%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,3:23.37,712740,109%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,3:09.58,713832,110%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,3:19.55,713144,109%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,3:11.01,712460,110%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:05.22,507816,402%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:07.01,511476,326%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:05.27,512788,398%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:05.35,511524,396%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:05.24,511700,399%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:05.15,513564,410%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:05.25,506592,403%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:05.08,513584,411%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:05.23,515684,404%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:05.18,511064,401%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:10.23,376016,204%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:10.20,376304,202%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:09.87,376864,208%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:10.16,377400,205%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:10.14,378176,204%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:13.90,379748,175%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:09.84,376172,207%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:09.73,375156,209%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:10.02,377604,205%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:10.22,377532,204%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.24,32488,1826%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.24,32592,1862%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.24,30444,1925%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.23,31792,1899%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.26,31868,1908%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.23,31136,1938%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.23,31080,1961%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.25,30112,1846%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.23,30744,1967%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.23,31396,1922%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.45,68440,2058%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.41,70944,2004%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.44,67980,1948%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.45,69200,1934%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.46,72560,1918%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.43,67332,2038%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.47,68064,2059%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.40,70624,2081%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.46,67048,1950%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.40,70136,2113%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.12,29956,1402%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.18,32416,1161%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.13,33084,1232%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.13,30956,1465%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.13,31788,1333%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.13,29768,1397%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.12,29112,1313%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.13,31688,1429%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.12,28300,1369%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.12,31572,1417%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.15,75792,1757%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.18,65280,1497%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.28,66932,967%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.21,68048,1273%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.21,69188,1292%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.15,67872,1763%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.15,66420,1788%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.15,65556,1818%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.14,69136,1811%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:00.16,70272,1752%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.58,358760,1247%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.59,358244,1222%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.48,362088,1304%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.48,361508,1293%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.48,359416,1324%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.60,358468,1217%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.60,360148,1210%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.59,358212,1221%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.58,359912,1235%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.59,358352,1233%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.68,598916,871%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.57,602572,952%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.68,597196,879%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.67,600124,895%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.57,595896,960%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.57,603360,939%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.57,600972,940%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.57,607604,936%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.68,602184,887%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.69,594084,883%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.17,362020,180%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.32,358308,180%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.32,361128,181%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.34,359564,180%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.51,355380,180%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.46,360868,178%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.78,356616,179%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.82,357692,178%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.26,361304,181%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.57,357232,180%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:59.60,600388,102%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,8:02.22,598616,102%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:47.95,595624,102%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:56.08,600456,102%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,8:09.01,602960,102%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:59.92,597248,102%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,8:18.45,601044,102%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,8:00.35,600324,102%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:52.56,600164,102%
Benchmarking AMAS Check Align convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:55.03,601760,102%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.92,380520,1627%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.90,378748,1682%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.91,379816,1667%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.91,381776,1670%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.90,377336,1672%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.90,378400,1685%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.91,380480,1659%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.90,381164,1677%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.91,377168,1672%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.90,376756,1679%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.50,652780,1615%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.50,657700,1615%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.50,657848,1609%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.51,653340,1611%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.51,660460,1604%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.50,664260,1612%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.50,655040,1611%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.51,659568,1605%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.50,654472,1608%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.51,663664,1607%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:37.89,1002300,391%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:37.19,1001784,396%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:37.72,1001568,392%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:40.14,1003244,373%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:37.32,1001752,394%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:39.53,1001892,377%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:37.51,1001672,392%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:40.18,1002416,374%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:40.21,1003752,372%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:39.59,1002320,375%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,1:04.95,1726520,373%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,1:03.58,1724736,375%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,1:03.83,1723804,371%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,1:03.30,1725632,373%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,1:03.97,1724456,371%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,1:04.19,1725392,370%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,1:03.46,1724676,373%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,1:03.96,1725228,373%
